study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB18471	SAMEA19342168	ERS1463904	ERX1815546	ERR1746349	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/009/ERR1746349/ERR1746349.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/009/ERR1746349/ERR1746349.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD011.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD011.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/009/ERR1746349	ftp.sra.ebi.ac.uk/vol1/err/ERR174/009/ERR1746349		
PRJEB18471	SAMEA19342918	ERS1463905	ERX1815547	ERR1746350	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/000/ERR1746350/ERR1746350.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/000/ERR1746350/ERR1746350.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD012.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD012.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/000/ERR1746350	ftp.sra.ebi.ac.uk/vol1/err/ERR174/000/ERR1746350		
PRJEB18471	SAMEA19343668	ERS1463906	ERX1815548	ERR1746351	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/001/ERR1746351/ERR1746351.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/001/ERR1746351/ERR1746351.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD013.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD013.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/001/ERR1746351	ftp.sra.ebi.ac.uk/vol1/err/ERR174/001/ERR1746351		
PRJEB18471	SAMEA19344418	ERS1463907	ERX1815549	ERR1746352	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/002/ERR1746352/ERR1746352.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/002/ERR1746352/ERR1746352.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD014.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD014.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/002/ERR1746352	ftp.sra.ebi.ac.uk/vol1/err/ERR174/002/ERR1746352		
PRJEB18471	SAMEA19345168	ERS1463908	ERX1815550	ERR1746353	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/003/ERR1746353/ERR1746353.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/003/ERR1746353/ERR1746353.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD015.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD015.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/003/ERR1746353	ftp.sra.ebi.ac.uk/vol1/err/ERR174/003/ERR1746353		
PRJEB18471	SAMEA19345918	ERS1463909	ERX1815551	ERR1746354	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/004/ERR1746354/ERR1746354.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/004/ERR1746354/ERR1746354.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD016.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD016.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/004/ERR1746354	ftp.sra.ebi.ac.uk/vol1/err/ERR174/004/ERR1746354		
PRJEB18471	SAMEA19346668	ERS1463910	ERX1815552	ERR1746355	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/005/ERR1746355/ERR1746355.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/005/ERR1746355/ERR1746355.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD017.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD017.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/005/ERR1746355	ftp.sra.ebi.ac.uk/vol1/err/ERR174/005/ERR1746355		
PRJEB18471	SAMEA19347418	ERS1463911	ERX1815553	ERR1746356	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/006/ERR1746356/ERR1746356.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/006/ERR1746356/ERR1746356.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD018.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD018.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/006/ERR1746356	ftp.sra.ebi.ac.uk/vol1/err/ERR174/006/ERR1746356		
PRJEB18471	SAMEA19348168	ERS1463912	ERX1815554	ERR1746357	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/007/ERR1746357/ERR1746357.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/007/ERR1746357/ERR1746357.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD019.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD019.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/007/ERR1746357	ftp.sra.ebi.ac.uk/vol1/err/ERR174/007/ERR1746357		
PRJEB18471	SAMEA19348918	ERS1463913	ERX1815555	ERR1746358	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/008/ERR1746358/ERR1746358.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/008/ERR1746358/ERR1746358.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD020.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD020.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/008/ERR1746358	ftp.sra.ebi.ac.uk/vol1/err/ERR174/008/ERR1746358		
PRJEB18471	SAMEA19349668	ERS1463914	ERX1815556	ERR1746359	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/009/ERR1746359/ERR1746359.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/009/ERR1746359/ERR1746359.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD021.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD021.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/009/ERR1746359	ftp.sra.ebi.ac.uk/vol1/err/ERR174/009/ERR1746359		
PRJEB18471	SAMEA19350418	ERS1463915	ERX1815557	ERR1746360	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/000/ERR1746360/ERR1746360.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/000/ERR1746360/ERR1746360.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD022.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD022.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/000/ERR1746360	ftp.sra.ebi.ac.uk/vol1/err/ERR174/000/ERR1746360		
PRJEB18471	SAMEA19351168	ERS1463916	ERX1815558	ERR1746361	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/001/ERR1746361/ERR1746361.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/001/ERR1746361/ERR1746361.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD023.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD023.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/001/ERR1746361	ftp.sra.ebi.ac.uk/vol1/err/ERR174/001/ERR1746361		
PRJEB18471	SAMEA19351918	ERS1463917	ERX1815559	ERR1746362	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/002/ERR1746362/ERR1746362.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/002/ERR1746362/ERR1746362.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD024.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD024.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/002/ERR1746362	ftp.sra.ebi.ac.uk/vol1/err/ERR174/002/ERR1746362		
PRJEB18471	SAMEA19352668	ERS1463918	ERX1815560	ERR1746363	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/003/ERR1746363/ERR1746363.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/003/ERR1746363/ERR1746363.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD025.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD025.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/003/ERR1746363	ftp.sra.ebi.ac.uk/vol1/err/ERR174/003/ERR1746363		
PRJEB18471	SAMEA19353418	ERS1463919	ERX1815561	ERR1746364	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/004/ERR1746364/ERR1746364.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/004/ERR1746364/ERR1746364.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD026.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD026.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/004/ERR1746364	ftp.sra.ebi.ac.uk/vol1/err/ERR174/004/ERR1746364		
PRJEB18471	SAMEA19354168	ERS1463920	ERX1815562	ERR1746365	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/005/ERR1746365/ERR1746365.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/005/ERR1746365/ERR1746365.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD027.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD027.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/005/ERR1746365	ftp.sra.ebi.ac.uk/vol1/err/ERR174/005/ERR1746365		
PRJEB18471	SAMEA19354918	ERS1463921	ERX1815563	ERR1746366	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/006/ERR1746366/ERR1746366.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/006/ERR1746366/ERR1746366.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD028.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD028.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/006/ERR1746366	ftp.sra.ebi.ac.uk/vol1/err/ERR174/006/ERR1746366		
PRJEB18471	SAMEA19355668	ERS1463922	ERX1815564	ERR1746367	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/007/ERR1746367/ERR1746367.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/007/ERR1746367/ERR1746367.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD029.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD029.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/007/ERR1746367	ftp.sra.ebi.ac.uk/vol1/err/ERR174/007/ERR1746367		
PRJEB18471	SAMEA19356418	ERS1463923	ERX1815565	ERR1746368	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/008/ERR1746368/ERR1746368.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/008/ERR1746368/ERR1746368.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD030.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD030.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/008/ERR1746368	ftp.sra.ebi.ac.uk/vol1/err/ERR174/008/ERR1746368		
PRJEB18471	SAMEA19357168	ERS1463924	ERX1815566	ERR1746369	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/009/ERR1746369/ERR1746369.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/009/ERR1746369/ERR1746369.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD031.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD031.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/009/ERR1746369	ftp.sra.ebi.ac.uk/vol1/err/ERR174/009/ERR1746369		
PRJEB18471	SAMEA19357918	ERS1463925	ERX1815567	ERR1746370	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/000/ERR1746370/ERR1746370.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/000/ERR1746370/ERR1746370.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD032.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD032.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/000/ERR1746370	ftp.sra.ebi.ac.uk/vol1/err/ERR174/000/ERR1746370		
PRJEB18471	SAMEA19358668	ERS1463926	ERX1815568	ERR1746371	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/001/ERR1746371/ERR1746371.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/001/ERR1746371/ERR1746371.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD033.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD033.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/001/ERR1746371	ftp.sra.ebi.ac.uk/vol1/err/ERR174/001/ERR1746371		
PRJEB18471	SAMEA19359418	ERS1463927	ERX1815569	ERR1746372	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/002/ERR1746372/ERR1746372.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/002/ERR1746372/ERR1746372.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD034.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD034.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/002/ERR1746372	ftp.sra.ebi.ac.uk/vol1/err/ERR174/002/ERR1746372		
PRJEB18471	SAMEA19360168	ERS1463928	ERX1815570	ERR1746373	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/003/ERR1746373/ERR1746373.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/003/ERR1746373/ERR1746373.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD035.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD035.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/003/ERR1746373	ftp.sra.ebi.ac.uk/vol1/err/ERR174/003/ERR1746373		
PRJEB18471	SAMEA19360918	ERS1463929	ERX1815571	ERR1746374	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/004/ERR1746374/ERR1746374.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/004/ERR1746374/ERR1746374.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD036.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD036.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/004/ERR1746374	ftp.sra.ebi.ac.uk/vol1/err/ERR174/004/ERR1746374		
PRJEB18471	SAMEA19361668	ERS1463930	ERX1815572	ERR1746375	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/005/ERR1746375/ERR1746375.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/005/ERR1746375/ERR1746375.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD037.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD037.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/005/ERR1746375	ftp.sra.ebi.ac.uk/vol1/err/ERR174/005/ERR1746375		
PRJEB18471	SAMEA19362418	ERS1463931	ERX1815573	ERR1746376	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/006/ERR1746376/ERR1746376.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/006/ERR1746376/ERR1746376.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD038.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA771/ERA771269/fastq/1629.SubjectIBD038.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR174/006/ERR1746376	ftp.sra.ebi.ac.uk/vol1/err/ERR174/006/ERR1746376		
